claims|valeur|predicted
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Sago Palm Dangerous to Pets|Mixed|True
The Coriolis force determines which direction water spirals down drains and toilets in different hemispheres.|False|False
The fruit of the graviola tree (soursop or guyabano), or other components of the plant (A. muricata), are a viable cure for cancer.|False|False
Johnny Carson and Ed McMahon|Mixed|True
Col. Bud Day on Torture|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Shady Maple Serviceman Refusal|Mixed|True
California Banning Black Cars|Mixed|True
Arlington Car Robbery|Mixed|Mixed
Whittier Carjacking Warning|Mixed|True
Ceremonial Swords at Naval Academy Graduation|Mixed|True
The Japanese prime minister made an embarrassing verbal gaffe upon meeting U.S. president Barack Obama.|False|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Regina Brett – 45 Lessons Life Taught Me|Mixed|Mixed
Obama administration representatives meeting with the auto industry advocated legislatively changing the laws of physics.|False|Mixed
‘When Pigs Fly’ Prophecy|Mixed|False
Kazuo Uzuki|Mixed|True
An image captures a bear seconds before the ursine mauled its photographer to death.|False|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
San Diego Bible Study|Mixed|False
Amero Coins|Mixed|True
Drilling Rig Tornado|Mixed|False
Jim Neugent — The Practice|Mixed|Mixed
Where’s the Outrage – Alisa Wilson|Mixed|False
Chameleon Changing Colors|Mixed|False
Helpful Mafia Neighbor|Mixed|True
Breast Cancer Patient Protection Act|Mixed|Mixed
A video clip shows a chameleon changing colors to match sunglass frames.|False|False
Montana Firearms Freedom Act|Mixed|Mixed
A girl on an amusement park ride was scalped when her hair got caught in the attraction's machinery.|True|True
The President’s Statue and the Promised Land|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Leper in Chesterfield Cigarette Factory|Mixed|Mixed
Coconut Crab|Mixed|False
Poll to Legalize Marijuana|Mixed|False
Fort Campbell Gun Registration|Mixed|Mixed
Hitchhiker utters prophecy about Judgment Day being upon us, then vanishes.|Mixed|False
Zombie Outbreak|Mixed|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Velveeta and Reynolds Wrap Coupons|Mixed|Mixed
Sheriff Arpaio’s Letter to Al Sharpton|Mixed|True
A terminally ill girl wrote a poem entitled "Slow Dance."|False|Mixed
Navy SEALs Rescue Captain Phillips from Somali Pirates|Mixed|Mixed
GeoCities Closing|Mixed|False
Hotelicopter – World’s First Flying Hotel|Mixed|Mixed
How to Protect Your Address Book|Mixed|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Karl Marx on Consumer Debt|Mixed|True
DoD Suspension of Brass Cartridge Casing Sales|Mixed|True
Dead Jockey|Mixed|False
Funeral Rights|Mixed|Mixed
Recently released records document that Barack Obama received college financial aid in the U.S. as a "foreign student from Indonesia."|False|Mixed
July 22 2009 Tsunami Prediction|Mixed|Mixed
Conficker|Mixed|True
Serial Killer/ Rapist Trick|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Bringing Coal to Mount Rushmore|Mixed|True
Free Glasses for Kids at Target|Mixed|Mixed
How to Fix the Economy|Mixed|Mixed
Something of Historic Proportions Is Happening|Mixed|False
Amero Notes|Mixed|True
Boston Red Sox Postponing Home Opener for Passover|Mixed|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
An economics professor used exam grading to teach his class about the failures of socialism.|False|True
Fifteen Patients Die as Earth Hour Kills Life Support in Hospital|Mixed|Mixed
Steelers Super Bowl Redistribution|Mixed|False
Politician Quotes Wrong Bible Verse|Mixed|Mixed
The morning after a one-night fling, a man walks into his bathroom and finds the words “WELCOME TO THE WORLD OF AIDS” scrawled on the mirror in lipstick.|Mixed|True
Nancy Pelosi Captain Cook Query|Mixed|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
The cast of M*A*S*H did not learn of Col. Blake's death until they were actually filming the scene in which it was announced.|False|False
Fire Drill Layoff|Mixed|True
AIG Bailout|Mixed|True
Accepting a friend request from a stranger will provide hackers with access to your computer and online accounts.|False|False
Acid in Hand Soap|Mixed|False
Land Grab|Mixed|Mixed
Tylenol Murders|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
New American Tea Party|Mixed|Mixed
Leon Panetta|Mixed|True
The term 86 (to get rid of someone or something) entered the English language as part of a restaurant code.|Mixed|True
Feds Grant China Eminent Domain|Mixed|Mixed
Photograph shows a flower-splashed hillside in California.|True|True
Dunkin’ Donuts Flier Fury|Mixed|True
The pilot of a disabled bomber went down with the plane in order to comfort a gunner trapped in a turret.|Mixed|Mixed
Book Display|Mixed|True
Camera Obscura|Mixed|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Mel Gibson was the inspiration for the film "The Man Without a Face."|False|True
FALSE: Firearms Ban for the Elderly|Mixed|Mixed
Using gasoline is a recommended treatment for getting rid of head and body lice.|False|True
Intexticated|Mixed|True
Mail Server Report|Mixed|False
Military to Pledge Oath to Obama, Not Constitution|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Bacteria formed on cut onions and potatoes are responsible for more food poisoning cases than spoiled mayonnaise.|False|False
New Lincoln Cents and ‘In God We Trust’|Mixed|Mixed
Omaha Carjacking|Mixed|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Nancy Pelosi advocated implementing a 100% windfall tax on stock market profits and retirement income.|False|Mixed
Marrying Your High School Sweetheart|Mixed|False
Student Bloopers|Mixed|Mixed
Two large trucks that had collided head-on are pulled apart weeks later, revealing that a Volkswagen Beetle and its occupants had been crushed between them.|Mixed|True
Letter from a putative victim apologizes to a mugger for foiling his robbery attempt.|False|Mixed
Coffee is sometimes referred to as a "cup of joe" because of Secretary of the Navy Josephus Daniels.|False|True
Freedom of Choice Act|Mixed|Mixed
Photographs show the figure of an astronaut carved into the wall of a 12th century Spanish cathedral.|Mixed|Mixed
Breaking a mirror brings seven years of bad luck.|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Pimple Ball Dog Toy Warning|Mixed|True
A Huntley and Palmers biscuit tin included risqué images on its lid.|True|True
Missing Child: Evan Trembley|Mixed|Mixed
The New Fashion Rage in Mug Shots|Mixed|True
Kit Kat chocolate bars bring luck to Japanese students during exams.|Mixed|True
President Bush once referred to a reporter as a "major league asshole."|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Yahoo Web Beacons|Mixed|True
Thieves steal women's purses from restroom stalls, then burgle victims' empty houses when victims go to retrieve their 'found' handbags?|Mixed|True
Violinist Joshua Bell played incognito in a Washington subway.|True|True
Husband Swap Chain Letter|Mixed|False
Watch Night church services began in 1862 with blacks in the U.S. awaiting the enactment of the Emancipation Proclamation of New Year's Day, 1863.|False|True
A fatal wave of molasses swept through Boston in January 1919.|True|True
The ritual of clinking glasses evolved from efforts to prove that the drinks contained therein were not poisoned.|False|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Blow Up Doll Christmas Gift|Mixed|Mixed
Ben Stein: Bail Out Detroit – Now|Mixed|Mixed
Scammers dupe victims into paying "security keeping fees" to receive courier parcels supposedly containing large checks or other valuables.|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Strawberries are so named because they are bedded in straw.|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
The word 'fuck' derives from an acronymic phrase, either 'For Unlawful Carnal Knowledge' or 'Fornication Under Consent of the King.'|False|Mixed
30 Point Buck!|Mixed|Mixed
List details various aspects of the size of the giant Walmart retail chain.|Mixed|Mixed
Razor Blades in Merchandise|Mixed|True
Sending cash through the U.S. mail is illegal.|False|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A scammer used debit card information gleaned during delivery of unordered 'gifts' to make unauthorized ATM withdrawals.|Mixed|True
Article examines various automobile manufacturers' contributions to September 11-related relief efforts.|Mixed|Mixed
House Speaker Nancy Pelosi routinely used a "big fat 200-seat jet" to travel between California and D.C.|False|Mixed
Naked Housewife in Football Helmet|Mixed|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
David Letterman on President Bush|Mixed|True
Did the Smithsonian Uncover a Nostradamus Prediction about Obama?|False|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Ernest Hemingway once won a bet by crafting a six-word short story.|False|True
The melody known as 'Taps' was found in the pocket of a dying boy on a Civil War battlefield.|False|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Barack Obama admitted to being a Muslim during an ABC News interview.|False|False
A video clip shows a wind turbine exploding during high winds.|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Plastic bottle caps can be redeemed to provide chemotherapy treatments to cancer sufferers or prosthetic limbs for wounded soldiers.|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Concentration camp survivor is coincidentally reunited years later with a girl who secretly helped feed him.|False|Mixed
Receipt of special "closed" signs by Bank of America signals that U.S. banks will soon be shut down by the government for one week.|False|False
A man's cell phone placed calls to his loved ones after his demise.|True|True
Voters with outstanding warrants or unpaid traffic fines face arrest by undercover officers at polling places.|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Chanting "Bloody Mary!" thirteen times in front of a candlelit mirror will summon a vengeful spirit.|Mixed|Mixed
A lawsuit brought by an injured fan revealed that an umpire blew an important call in a 1908 baseball game.|False|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A fire in a three-apartment dwelling killed black and Mexican families living there but spared a white couple because they were the only ones at work when the blaze started.|False|True
Former first lady Barbara Bush said that Hurricane Katrina  refugees being housed in the Houston Astrodome were "underprivileged anyway, so this is working very well for them."|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A photograph shows a child in a famine-stricken country crawling on the ground while a vulture waits in the background.|True|True
An article accurately recounts details of Senator John McCain's divorce from his first wife, Carol.|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A teacher imparted a lesson in the value of freedom by having veterans return her students' desks.|True|True
Photograph shows Sarah Palin posing in a U.S. flag bikini while holding a rifle.|False|False
Editorial by Dr. Jack Wheeler describes Barack Obama as an "eloquently tailored empty suit."|True|True
A collection of anecdotes about honesty comprises real quotes from President Harry S. Truman.|Mixed|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A daughter expressed her not-so-warm feelings about her deceased mother by running a scathing and caustic obituary.|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Drugged travelers awaken in ice-filled bathtubs only to discover one of their kidneys has been harvested by organ thieves.|False|True
Baby left in a high chair to await the coming of the sitter is discovered dead by the vacationing parents when they return weeks later.|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A female college student returns to her dorm room late one evening and discovers her roommate has been murdered.|Mixed|Mixed
A couple's late night make-out session is cut short when they hear a report on the car radio about an escaped killer (who has a hook for a hand) in the vicinity. The girl insists on being driven home immediately; upon arrival at her house, the boy discovers a bloody hook hanging from the passenger-side car door handle.|Mixed|False
A cactus can explode and spew baby tarantulas everywhere.|False|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
McDonald's did away with their spoon-shaped coffee stirrers because people were using them as cocaine spoons.|True|True
Photographs show a suicide bomber killed in Iraq's Green Zone|Mixed|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Photographs show unusual animal carcasses found in Montauk (New York) and Panama.|Mixed|True
Bride-to-be sends over-the-top list of instructions to her attendants.|Mixed|True
Photographs show ducklings that survived a 10-foot jump from an office building in downtown Spokane.|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
A brave little boy agrees to transfuse his ailing little sister, thinking the procedure will kill him even as it saves her life.|Mixed|Mixed
A video shows a truck destroying the canopy over a bank's drive-through lane.|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Chocolate milk is made from "regular" milk rejected for containing too much cow's blood.|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
An 1894 treatise against the evils of marital sex exhorted young brides to "give little, give seldom, and above all, give grudgingly."|Mixed|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
The eleven points on the maple leaf of Canada's flag represent the number of Canadian provinces and territories.|False|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
An alligator captured in the Chicago River in June 2008 was the first such creature ever found in that body of water.|False|False
Weather Channel co-founder John Coleman provided evidence that convincingly refutes the concept of anthropogenic global warming.|False|True
During a 2008 campaign stop, Barack Obama said that he had visited "57 states," a reference to 57 Islamic states.|Mixed|False
The U.S. president and vice-president are constitutionally required to be from different states.|Mixed|False
A viral email from 2008 describes the military pedigrees of Senator John McCain's sons.|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
An 1875 report by the Horseless Carriage Committee warned about the dangers of gasoline-fueled vehicles.|False|False
The Mississippi state legislature removed fractions and decimal points from the mathematics curriculum of public secondary schools.|Mixed|False
The restaurant chain formerly known as "Kentucky Fried Chicken" changed its name to KFC to eliminate the word "fried" from its title.|Mixed|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Mobile homes are so named because they can be moved from place to place.|Mixed|Mixed
At the moment the Titanic hit an iceberg in the north Atlantic, the silent version of the film The Poseidon Adventure was being screened aboard ship.|Mixed|False
The nursery rhyme ‘Sing a Song of Sixpence’ originated as a coded message used to recruit crew members for pirate ships.|Mixed|True
The Southern California community of Tarzana was so named after the famous "ape man" character created by Edgar Rice Burroughs, one of the town's early residents.|Mixed|Mixed
The derisive title of one of George Bernard Shaw's plays was changed after it wreaked havoc on theater attendance.|Mixed|True
The cross-like shape of the laminin molecule is evidence of God's hand in the creation of the human form.|False|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
